ID,Title,Difficulty,Tags,Link
2177,Find Three Consecutive Integers That Sum to a Given Number,Medium,"Math, Simulation",https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/
2178,Maximum Split of Positive Even Integers,Medium,"Math, Backtracking, Greedy",https://leetcode.com/problems/maximum-split-of-positive-even-integers/
2179,Count Good Triplets in an Array,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",https://leetcode.com/problems/count-good-triplets-in-an-array/
2180,Count Integers With Even Digit Sum,Easy,"Math, Simulation",https://leetcode.com/problems/count-integers-with-even-digit-sum/
2181,Merge Nodes in Between Zeros,Medium,"Linked List, Simulation",https://leetcode.com/problems/merge-nodes-in-between-zeros/
2182,Construct String With Repeat Limit,Medium,"Hash Table, String, Greedy, Heap (Priority Queue), Counting",https://leetcode.com/problems/construct-string-with-repeat-limit/
2183,Count Array Pairs Divisible by K,Hard,"Array, Math, Number Theory",https://leetcode.com/problems/count-array-pairs-divisible-by-k/
2184,Number of Ways to Build Sturdy Brick Wall,Medium,"Array, Dynamic Programming, Bit Manipulation, Bitmask",https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall/
2185,Counting Words With a Given Prefix,Easy,"Array, String, String Matching",https://leetcode.com/problems/counting-words-with-a-given-prefix/
2186,Minimum Number of Steps to Make Two Strings Anagram II,Medium,"Hash Table, String, Counting",https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/
2187,Minimum Time to Complete Trips,Medium,"Array, Binary Search",https://leetcode.com/problems/minimum-time-to-complete-trips/
2188,Minimum Time to Finish the Race,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/minimum-time-to-finish-the-race/
2189,Number of Ways to Build House of Cards,Medium,"Math, Dynamic Programming",https://leetcode.com/problems/number-of-ways-to-build-house-of-cards/
2190,Most Frequent Number Following Key In an Array,Easy,"Array, Hash Table, Counting",https://leetcode.com/problems/most-frequent-number-following-key-in-an-array/
2191,Sort the Jumbled Numbers,Medium,"Array, Sorting",https://leetcode.com/problems/sort-the-jumbled-numbers/
2192,All Ancestors of a Node in a Directed Acyclic Graph,Medium,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/
2193,Minimum Number of Moves to Make Palindrome,Hard,"Two Pointers, String, Greedy, Binary Indexed Tree",https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome/
2194,Cells in a Range on an Excel Sheet,Easy,String,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet/
2195,Append K Integers With Minimal Sum,Medium,"Array, Math, Greedy, Sorting",https://leetcode.com/problems/append-k-integers-with-minimal-sum/
2196,Create Binary Tree From Descriptions,Medium,"Array, Hash Table, Tree, Binary Tree",https://leetcode.com/problems/create-binary-tree-from-descriptions/
2197,Replace Non-Coprime Numbers in Array,Hard,"Array, Math, Stack, Number Theory",https://leetcode.com/problems/replace-non-coprime-numbers-in-array/
2198,Number of Single Divisor Triplets,Medium,Math,https://leetcode.com/problems/number-of-single-divisor-triplets/
2199,Finding the Topic of Each Post,Hard,Database,https://leetcode.com/problems/finding-the-topic-of-each-post/
2200,Find All K-Distant Indices in an Array,Easy,"Array, Two Pointers",https://leetcode.com/problems/find-all-k-distant-indices-in-an-array/
2201,Count Artifacts That Can Be Extracted,Medium,"Array, Hash Table, Simulation",https://leetcode.com/problems/count-artifacts-that-can-be-extracted/
2202,Maximize the Topmost Element After K Moves,Medium,"Array, Greedy",https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves/
2203,Minimum Weighted Subgraph With the Required Paths,Hard,"Graph, Shortest Path",https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths/
2204,Distance to a Cycle in Undirected Graph,Hard,"Depth-First Search, Breadth-First Search, Union Find, Graph",https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph/
2205,The Number of Users That Are Eligible for Discount,Easy,Database,https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount/
2206,Divide Array Into Equal Pairs,Easy,"Array, Hash Table, Bit Manipulation, Counting",https://leetcode.com/problems/divide-array-into-equal-pairs/
2207,Maximize Number of Subsequences in a String,Medium,"String, Greedy, Prefix Sum",https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string/
2208,Minimum Operations to Halve Array Sum,Medium,"Array, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/minimum-operations-to-halve-array-sum/
2209,Minimum White Tiles After Covering With Carpets,Hard,"String, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/
2210,Count Hills and Valleys in an Array,Easy,Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/
2211,Count Collisions on a Road,Medium,"String, Stack, Simulation",https://leetcode.com/problems/count-collisions-on-a-road/
2212,Maximum Points in an Archery Competition,Medium,"Array, Backtracking, Bit Manipulation, Enumeration",https://leetcode.com/problems/maximum-points-in-an-archery-competition/
2213,Longest Substring of One Repeating Character,Hard,"Array, String, Segment Tree, Ordered Set",https://leetcode.com/problems/longest-substring-of-one-repeating-character/
2214,Minimum Health to Beat Game,Medium,"Array, Greedy",https://leetcode.com/problems/minimum-health-to-beat-game/
2215,Find the Difference of Two Arrays,Easy,"Array, Hash Table",https://leetcode.com/problems/find-the-difference-of-two-arrays/
2216,Minimum Deletions to Make Array Beautiful,Medium,"Array, Stack, Greedy",https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/
2217,Find Palindrome With Fixed Length,Medium,"Array, Math",https://leetcode.com/problems/find-palindrome-with-fixed-length/
2218,Maximum Value of K Coins From Piles,Hard,"Array, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/
2219,Maximum Sum Score of Array,Medium,"Array, Prefix Sum",https://leetcode.com/problems/maximum-sum-score-of-array/
2220,Minimum Bit Flips to Convert Number,Easy,Bit Manipulation,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/
2221,Find Triangular Sum of an Array,Medium,"Array, Math, Simulation, Combinatorics",https://leetcode.com/problems/find-triangular-sum-of-an-array/
2222,Number of Ways to Select Buildings,Medium,"String, Dynamic Programming, Prefix Sum",https://leetcode.com/problems/number-of-ways-to-select-buildings/
2223,Sum of Scores of Built Strings,Hard,"String, Binary Search, Rolling Hash, Suffix Array, String Matching, Hash Function",https://leetcode.com/problems/sum-of-scores-of-built-strings/
2224,Minimum Number of Operations to Convert Time,Easy,"String, Greedy",https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/
2225,Find Players With Zero or One Losses,Medium,"Array, Hash Table, Sorting, Counting",https://leetcode.com/problems/find-players-with-zero-or-one-losses/
2226,Maximum Candies Allocated to K Children,Medium,"Array, Binary Search",https://leetcode.com/problems/maximum-candies-allocated-to-k-children/
2227,Encrypt and Decrypt Strings,Hard,"Array, Hash Table, String, Design, Trie",https://leetcode.com/problems/encrypt-and-decrypt-strings/
2228,Users With Two Purchases Within Seven Days,Medium,Database,https://leetcode.com/problems/users-with-two-purchases-within-seven-days/
2229,Check if an Array Is Consecutive,Easy,"Array, Hash Table, Sorting",https://leetcode.com/problems/check-if-an-array-is-consecutive/
2230,The Users That Are Eligible for Discount,Easy,Database,https://leetcode.com/problems/the-users-that-are-eligible-for-discount/
2231,Largest Number After Digit Swaps by Parity,Easy,"Sorting, Heap (Priority Queue)",https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/
2232,Minimize Result by Adding Parentheses to Expression,Medium,"String, Enumeration",https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression/
2233,Maximum Product After K Increments,Medium,"Array, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/maximum-product-after-k-increments/
2234,Maximum Total Beauty of the Gardens,Hard,"Array, Two Pointers, Binary Search, Greedy, Sorting, Enumeration, Prefix Sum",https://leetcode.com/problems/maximum-total-beauty-of-the-gardens/
2235,Add Two Integers,Easy,Math,https://leetcode.com/problems/add-two-integers/
2236,Root Equals Sum of Children,Easy,"Tree, Binary Tree",https://leetcode.com/problems/root-equals-sum-of-children/
2237,Count Positions on Street With Required Brightness,Medium,"Array, Prefix Sum",https://leetcode.com/problems/count-positions-on-street-with-required-brightness/
2238,Number of Times a Driver Was a Passenger,Medium,Database,https://leetcode.com/problems/number-of-times-a-driver-was-a-passenger/
2239,Find Closest Number to Zero,Easy,Array,https://leetcode.com/problems/find-closest-number-to-zero/
2240,Number of Ways to Buy Pens and Pencils,Medium,"Math, Enumeration",https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/
2241,Design an ATM Machine,Medium,"Array, Greedy, Design",https://leetcode.com/problems/design-an-atm-machine/
2242,Maximum Score of a Node Sequence,Hard,"Array, Graph, Sorting, Enumeration",https://leetcode.com/problems/maximum-score-of-a-node-sequence/
2243,Calculate Digit Sum of a String,Easy,"String, Simulation",https://leetcode.com/problems/calculate-digit-sum-of-a-string/
2244,Minimum Rounds to Complete All Tasks,Medium,"Array, Hash Table, Greedy, Counting",https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/
2245,Maximum Trailing Zeros in a Cornered Path,Medium,"Array, Matrix, Prefix Sum",https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path/
2246,Longest Path With Different Adjacent Characters,Hard,"Array, String, Tree, Depth-First Search, Graph, Topological Sort",https://leetcode.com/problems/longest-path-with-different-adjacent-characters/
2247,Maximum Cost of Trip With K Highways,Hard,"Dynamic Programming, Bit Manipulation, Graph, Bitmask",https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways/
2248,Intersection of Multiple Arrays,Easy,"Array, Hash Table, Sorting, Counting",https://leetcode.com/problems/intersection-of-multiple-arrays/
2249,Count Lattice Points Inside a Circle,Medium,"Array, Hash Table, Math, Geometry, Enumeration",https://leetcode.com/problems/count-lattice-points-inside-a-circle/
2250,Count Number of Rectangles Containing Each Point,Medium,"Array, Hash Table, Binary Search, Binary Indexed Tree, Sorting",https://leetcode.com/problems/count-number-of-rectangles-containing-each-point/
2251,Number of Flowers in Full Bloom,Hard,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set",https://leetcode.com/problems/number-of-flowers-in-full-bloom/
2252,Dynamic Pivoting of a Table,Hard,Database,https://leetcode.com/problems/dynamic-pivoting-of-a-table/
2253,Dynamic Unpivoting of a Table,Hard,Database,https://leetcode.com/problems/dynamic-unpivoting-of-a-table/
2254,Design Video Sharing Platform,Hard,"Hash Table, Stack, Design, Ordered Set",https://leetcode.com/problems/design-video-sharing-platform/
2255,Count Prefixes of a Given String,Easy,"Array, String",https://leetcode.com/problems/count-prefixes-of-a-given-string/
2256,Minimum Average Difference,Medium,"Array, Prefix Sum",https://leetcode.com/problems/minimum-average-difference/
2257,Count Unguarded Cells in the Grid,Medium,"Array, Matrix, Simulation",https://leetcode.com/problems/count-unguarded-cells-in-the-grid/
2258,Escape the Spreading Fire,Hard,"Array, Binary Search, Breadth-First Search, Matrix",https://leetcode.com/problems/escape-the-spreading-fire/
2259,Remove Digit From Number to Maximize Result,Easy,"String, Greedy, Enumeration",https://leetcode.com/problems/remove-digit-from-number-to-maximize-result/
2260,Minimum Consecutive Cards to Pick Up,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/
2261,K Divisible Elements Subarrays,Medium,"Array, Hash Table, Trie, Rolling Hash, Hash Function, Enumeration",https://leetcode.com/problems/k-divisible-elements-subarrays/
2262,Total Appeal of A String,Hard,"Hash Table, String, Dynamic Programming",https://leetcode.com/problems/total-appeal-of-a-string/
2263,Make Array Non-decreasing or Non-increasing,Hard,"Dynamic Programming, Greedy",https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing/
2264,Largest 3-Same-Digit Number in String,Easy,String,https://leetcode.com/problems/largest-3-same-digit-number-in-string/
2265,Count Nodes Equal to Average of Subtree,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/
2266,Count Number of Texts,Medium,"Hash Table, Math, String, Dynamic Programming",https://leetcode.com/problems/count-number-of-texts/
2267,Check if There Is a Valid Parentheses String Path,Hard,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path/
2268,Minimum Number of Keypresses,Medium,"Hash Table, String, Greedy, Sorting, Counting",https://leetcode.com/problems/minimum-number-of-keypresses/
2269,Find the K-Beauty of a Number,Easy,"Math, String, Sliding Window",https://leetcode.com/problems/find-the-k-beauty-of-a-number/
2270,Number of Ways to Split Array,Medium,"Array, Prefix Sum",https://leetcode.com/problems/number-of-ways-to-split-array/
2271,Maximum White Tiles Covered by a Carpet,Medium,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum",https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet/
